	ERR188047	ERR188063	ERR188088	ERR188118	ERR188135	ERR188151	ERR188158	ERR188162	ERR188163	ERR188165	ERR188167	ERR188180	ERR188187	ERR188190	ERR188202	ERR188206	ERR188213	ERR188214	ERR188231	ERR188247	ERR188248	ERR188254	ERR188273	ERR188288	ERR188297	ERR188304	ERR188307	ERR188311	ERR188325	ERR188327	ERR188329	ERR188368	ERR188369	ERR188376	ERR188380	ERR188416	ERR188428	ERR188445	ERR188449	ERR188474	ERR188481
RPL41P1_ENSG00000227063.4	0.002273017	0.001531015	0.004043207	0.001981132	0.001958195	0.00202789	0.002370039	0.004546519	0.002905756	0.001340366	0.00196734	0.001394474	0.003814295	0.001001264	0.001965877	0.001630694	0.002609549	0.002305325	0.002937763	0.004109069	0.001098991	0.005211189	0.000832237	0.011575864	0.003348067	0.002931754	0.00402535	0.004173469	0.002570326	0.005018374	0.002990046	0.001261853	0.000851352	0.000661084	0.000872264	0.001855024	0.001179386	0.000852085	0.002668393	0.00177537	0.000954356
JOSD2_ENSG00000161677.7	0.000365006	0.000887701	0.000782156	0.000672522	0.00029027	0.00033944	0.000861545	0.000814463	0.000623764	0.000182381	0.00093188	0.000716239	0.000649643	0.000232074	0.00017301	0.000272059	0.00052911	0.000981699	0.000676597	0.000591578	0.000921369	0.001322749	0.000492403	0.001145205	0.000953538	0.000870649	0.000619879	0.000655384	0.000688909	0.001656629	0.000687944	0.000302532	0.001297003	0.001065072	0.000586776	0	0.000287218	0.000486895	0.000497701	0.000308653	0.000946662
ZBTB45_ENSG00000119574.8	8.00E-05	0.000312402	0.000320915	0.000213775	0	0.00020098	0.000417388	0.000655659	0.00026245	0.000131107	0.000170445	0.000225678	0.000215443	0	0	0.000164102	0.000192304	0.000377101	0.000262786	0.000286897	0.000226297	0.000386807	0.000230829	0.000373736	0.000303985	0.000427288	0.000296054	0.000271645	0.000368197	0.000468661	0.000406899	0.000178766	0.000373431	0.000261015	0.0003665	0	0.000135016	0.000214908	0.000388451	0.000112361	0.000341641
PPDPF_ENSG00000125534.5	0.004270097	0.008585034	0.010867908	0.004088283	0.002627686	0.004333939	0.006638525	0.010690658	0.006232055	0.004231883	0.004911696	0.00818609	0.006042306	0.003676365	0.004355668	0.003323969	0.007126613	0.007928429	0.005965286	0.006731441	0.008173873	0.012779342	0.003919189	0.008623738	0.010221969	0.009998657	0.005357701	0.005172357	0.010547617	0.010585021	0.009112467	0.003609272	0.008348331	0.009051601	0.005459171	0.000817759	0.003260013	0.004746035	0.007079494	0.003025113	0.014319535
ZNF768_ENSG00000169957.8	0.00039892	0.000641519	0.001171594	0.000696176	0.000560156	0.000534319	0.000639329	0.001208434	0.000795626	0.000497567	0.000825096	0.0007592	0.000673986	0.000462771	0.000488725	0.000537611	0.000728427	0.000601522	0.000754566	0.0008752	0.000769995	0.000743594	0.000508966	0.000822033	0.000776623	0.000816789	0.000615476	0.000544154	0.000818316	0.000978836	0.000794201	0.000507746	0.000818316	0.000955128	0.000711551	0.000280279	0.000589672	0.000480899	0.000761387	0.000516729	0.000866024
C8orf82_ENSG00000213563.2	0	0.000304464	0.000414025	0.000236096	0.000148924	0.000159203	0.000306416	0.000412379	0.000236274	0.000156399	0.000152091	0.000305237	0.000255352	0.000202606	7.69E-05	0	0.000151689	0.000298026	0.00029687	0.000353365	0.000290632	0.000375773	0.000118363	0.00030171	0.000286308	0.000350162	0.000223221	0.000134357	0.000481183	0.000559049	0.000314043	0.000170073	0.000450244	0.000458442	0.000232458	0	0.000112361	0.000252724	0.000217962	0	0.000335874
C19orf43_ENSG00000123144.6	0.006457521	0.009333357	0.009413393	0.00763936	0.007292755	0.005401843	0.01040647	0.01348885	0.008805409	0.006049519	0.007301844	0.009378768	0.007147668	0.007147668	0.005640112	0.005538108	0.006620842	0.011030297	0.007771379	0.009320489	0.007580583	0.008664309	0.007561744	0.01018599	0.007628126	0.010644901	0.008623738	0.007071485	0.01097746	0.012371854	0.008847902	0.006907305	0.010815909	0.008473857	0.005965286	0.006049519	0.006674846	0.007729818	0.008778796	0.006475625	0.009051601
RAB39A_ENSG00000179331.2	0	0.000160483	0	0	0	0	0.000201992	0	0	0	0	0	0	0	0	0	0	0	3.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMG20B_ENSG00000064961.14	0.001295813	0.002132216	0.002393523	0.001572284	0.001357847	0.001284122	0.002043612	0.002669634	0.001973692	0.00132725	0.002112199	0.002272026	0.001830659	0.001273793	0.001409059	0.001649218	0.00196142	0.002496392	0.002161603	0.002163332	0.0021995	0.002691526	0.001525003	0.002227951	0.002004919	0.002472913	0.001866774	0.001889405	0.002779356	0.003061985	0.002192419	0.001340859	0.002277902	0.002114889	0.001758865	0.000899699	0.001177316	0.001481143	0.001879818	0.001239104	0.002233608
FOXK1_ENSG00000164916.9	0.00032021	0.00034272	0.000426902	0.000214715	0.000279728	0.00035833	0.000697307	0.000297776	0.000165383	0.000289174	0.000185774	0.000159326	0.000197659	0.000182865	0.000234017	0.00021053	0.000297776	0.000511081	0.000425553	0.00034282	0.000242064	0.00050977	0.000342454	0.000351278	0.000446199	0.000349479	0.000342145	0.000263076	0.000328681	0.000585248	0.000451697	0.000259803	0.000232191	0.000238329	0.000313821	0.000220265	0.000261116	0.000190707	0.000368789	0.000217475	0.000264772
IMP3_ENSG00000177971.7	0.001678337	0.003539738	0.002873427	0.002227951	0.002037598	0.001474679	0.00298003	0.003371623	0.00276605	0.001248557	0.002544019	0.002687871	0.002417723	0.001786688	0.001387832	0.001619389	0.002075777	0.002631695	0.002550407	0.002419943	0.002558688	0.003415164	0.001578839	0.003236217	0.002741163	0.002791424	0.002591077	0.002153017	0.003245455	0.00395927	0.002997963	0.001796365	0.003134682	0.002592448	0.0026187	0.00141118	0.001497837	0.001876034	0.002644056	0.001863257	0.002395593
C19orf68_ENSG00000185453.8	0	0.00025	0.000161001	0	0	0.000140566	0.000253193	0.000207112	0.000157518	0	0.000150019	0.000154896	0.00018533	0	0	0	0.000156093	0.000195882	0.000214137	0.00013945	0.000151751	0.000231326	0	0.000258484	0.000147435	0.000191977	0.000148542	0.000189707	0.000183011	0.000244072	0.000192385	0	0.000190029	0.000156459	0.000140837	0	0	0	0.000174163	0	0.000214303
NACC1_ENSG00000160877.5	0.001152248	0.002349913	0.001655286	0.001787809	0.000843776	0.001755369	0.003124132	0.002547208	0.00117982	0.000685053	0.00118974	0.001616666	0.001332194	0.000354873	0.00053013	0.00102872	0.001170398	0.002444043	0.001950233	0.002128841	0.001451641	0.002403472	0.00172692	0.001831251	0.001942856	0.002207142	0.002450111	0.001121557	0.002519293	0.002497192	0.002916442	0.00091925	0.001622061	0.001488373	0.002037598	0.000317118	0.000938374	0.001040504	0.002439638	0.000904969	0.001976556
MRPL41_ENSG00000182154.7	0.000633335	0.002005802	0.001299283	0.001011014	0.000416831	0.000319351	0.001840464	0.001839729	0.001525539	0.00017869	0.001217788	0.001175997	0.001264278	0.000302918	0.000221998	0.000402511	0.00080036	0.00165102	0.001248911	0.000917445	0.001204778	0.002281667	0.000488131	0.001541539	0.001187635	0.001759537	0.001397966	0.001253359	0.001544854	0.002748312	0.001607015	0.000494634	0.002246792	0.001230708	0.001144908	0	0.000398309	0.000708415	0.000794789	0.000389523	0.001195496
RNA5S9_ENSG00000201321.1	0	0	0	0	0	0	0	0	0	0	0.001218118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007503043	0	0	0.002379535	0
GNL3L_ENSG00000130119.11	0.00031111	0.001198837	0.000462928	0.000431159	0.000451468	0.000779437	0.001423686	0.000952429	0.000183731	0.000668638	0.000214794	0.000289174	0.000336774	0.000282094	0.000292603	0.000520689	0.00029551	0.001048249	0.000850142	0.000855099	0.000277629	0.000772731	0.000725229	0.000809759	0.000829102	0.000835491	0.001186213	0.00039892	0.000649476	0.000757057	0.001194311	0.00035833	0.000217639	0.000177978	0.000689631	0.000676133	0.000479187	0.000264702	0.001222081	0.000310365	0.000322387
MRP63_ENSG00000173141.4	0.000605859	0.001290064	0.001306005	0.000835913	0.000800651	0.000439442	0.001177643	0.001792114	0.001248257	0.000433095	0.001220011	0.001046532	0.001044685	0.000716499	0.00052911	0.000599262	0.000774668	0.001193813	0.001005722	0.000961382	0.000956984	0.001330627	0.000629979	0.001449121	0.000986573	0.001664141	0.001158862	0.000973838	0.001443268	0.001709444	0.001190907	0.000710698	0.001597062	0.001130464	0.001035204	0.000600654	0.000612984	0.000768336	0.001141671	0.00065984	0.001149266
FBXL8_ENSG00000135722.4	0.000198578	0.000174466	0.00042919	0.000237386	0	0	0.000200662	0.000234934	0.000216708	0	0.000367302	0.000276449	0.000222814	0.000196617	0.000135261	0.000117584	0.000192059	0.000251327	0.000279297	0.000249754	0.000325919	0.000277287	0	0.000289503	0.000224509	0.00035571	0.000207774	0.00023584	0.000394006	0.000397251	0.00019718	0	0.00034282	0.000407198	0.000208235	0	0	0.000185398	0.000207293	0	0.000498752
RBM42_ENSG00000126254.7	0.001632882	0.003147804	0.002701218	0.002014804	0.002189386	0.001638474	0.002380702	0.003025113	0.002359176	0.00111333	0.002253772	0.002057441	0.002179029	0.001367612	0.001350577	0.001476229	0.001835549	0.002398024	0.002642633	0.002330055	0.002131382	0.003888543	0.001705829	0.003028866	0.002272026	0.003303367	0.002782295	0.001874744	0.002850746	0.004229145	0.003101858	0.002169335	0.003273669	0.002385384	0.002589676	0.000553571	0.001485602	0.002138251	0.002217504	0.001448613	0.002468375
BAD_ENSG00000002330.9	0.000920034	0.001515217	0.002490143	0.001416948	0.001267454	0.001018579	0.001270104	0.001879118	0.001871017	0.000826678	0.001928381	0.001461948	0.001546735	0.000792948	0.000779688	0.000841984	0.001491467	0.001570095	0.001752473	0.00143627	0.001776703	0.001778934	0.000873446	0.001819891	0.001469885	0.002204612	0.001486103	0.001577854	0.001830659	0.003127552	0.001767301	0.001133359	0.002227951	0.001871017	0.001317614	0.000334893	0.000739252	0.001393925	0.001396583	0.000868698	0.002183737
COX8A_ENSG00000176340.3	0.016252383	0.024112896	0.025650273	0.020888393	0.022058863	0.016974451	0.023964968	0.026478208	0.0203019	0.019687277	0.023654793	0.022415689	0.018554614	0.017280324	0.015013627	0.0152939	0.018837639	0.024906316	0.021926138	0.019271086	0.018554614	0.030649453	0.018231621	0.024906316	0.023372343	0.024551325	0.021374902	0.019368725	0.024424914	0.039982483	0.022955541	0.017570601	0.036046977	0.028307511	0.014731524	0.009445863	0.016183049	0.017346441	0.017645992	0.016671216	0.027000193
RPL35A_ENSG00000182899.10	0.115523349	0.086149348	0.083136816	0.089562203	0.096292655	0.092469839	0.087912511	0.082051114	0.100123627	0.117989566	0.105449484	0.106766918	0.094550444	0.131214862	0.127264775	0.112284084	0.100123627	0.081201739	0.101974416	0.074471922	0.107748397	0.092469839	0.105449484	0.085465346	0.086991524	0.075710589	0.072694832	0.106766918	0.078377434	0.088768381	0.079432087	0.113638304	0.105449484	0.122436715	0.091618728	0.148119555	0.088768381	0.107748397	0.067675589	0.110712035	0.109365897
COMTD1_ENSG00000165644.6	0.000479685	0.00111333	0.000950184	0.000566916	0.000346807	0.000377344	0.000810989	0.001281168	0.000748359	0.00024257	0.00074597	0.000715055	0.000687631	0.000347455	0.000195063	0.000290927	0.000554702	0.000748211	0.000545463	0.00080146	0.000569068	0.001353034	0.000446199	0.001144908	0.000760561	0.001272042	0.000903419	0.000656804	0.001144597	0.001678337	0.000792653	0.000444761	0.001463883	0.000684381	0.000807507	0	0.000299584	0.000522151	0.000596095	0.000345547	0.000913818
ZC3H3_ENSG00000014164.6	0.000201483	0.000462329	0.000458032	0.000281881	0.000215516	0.000287895	0.000404636	0.000391352	0.000345434	0.000163126	0.000247036	0.000289398	0.000286897	0	0.000112426	0.000225039	0.000296169	0.000387145	0.000349384	0.00036214	0.000310682	0.00055962	0.000282287	0.000416717	0.000358644	0.000409997	0.00034224	0.000264702	0.000538733	0.000545224	0.000498891	0.000245606	0.000431897	0.000304928	0.000373431	0	0.000253452	0.00030171	0.000340972	0.000190844	0.000316999
SPHK2_ENSG00000063176.11	0.000370047	0.000719102	0.000500007	0.000448172	0.000382538	0.000450856	0.000773141	0.000716923	0.000489961	0.000227886	0.000408959	0.000448477	0.000398563	0.000161622	0.000185774	0.000295628	0.000407669	0.000604776	0.000499578	0.000481831	0.000490394	0.000738119	0.000428122	0.000607175	0.000529276	0.000656804	0.000597418	0.00034282	0.000629427	0.000981992	0.000756428	0.00041606	0.000669017	0.000476275	0.000549361	0.000146489	0.000258779	0.000429631	0.000515369	0.000320307	0.00051927
